,epoch,loss,mrcnn_bbox_loss,mrcnn_class_loss,mrcnn_mask_loss,rpn_bbox_loss,rpn_class_loss,val_loss,val_mrcnn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_bbox_loss,val_rpn_class_loss
0,0,1.9170407235622409,0.4355272427201271,0.4451865874230861,0.3968471214175224,0.5000693178425233,0.13937278582404058,1.643380206823349,0.3560369076828162,0.3515272855758667,0.3911944756905238,0.4821430037419001,0.06244085789658129
1,1,1.3878647774457928,0.3006357569247484,0.3781764607876539,0.3233366285761197,0.32972129036982856,0.055956915688390535,1.3363958219687144,0.2856198901931445,0.343528525531292,0.2996681988239288,0.3364074409008026,0.07113398822645346
2,2,1.3420460730791093,0.2718581556032101,0.33492386937141416,0.31242105836669604,0.3655719579507907,0.057233136318003135,1.1511099795500437,0.2450883554915587,0.28854268131156763,0.31031440099080404,0.26883366058270136,0.038292865703503286
3,3,1.1942760999004045,0.2514607297877471,0.3109987013041973,0.3091983781506618,0.2832963000983,0.03928385087444137,1.200869549314181,0.2351121611893177,0.2891062637170156,0.30648859590291977,0.3076642259955406,0.062460037041455516
4,4,1.2004899606108663,0.24699706733226776,0.2997080147887269,0.30616229039927323,0.30478810891509056,0.04279613068792969,1.1261575152476628,0.23198095709085464,0.3248345042268435,0.2834782275060813,0.24099102665980654,0.04483431813617547
5,5,1.1778817077477772,0.24294855917493505,0.2819971027163168,0.3022990293800831,0.3090304317573706,0.04156803828664124,1.229460421204567,0.2554377138614655,0.2682455706099669,0.29480353742837906,0.343810181816419,0.06712478948757053
6,6,1.1027493953704834,0.23712121372421585,0.2905712526291609,0.3002500762542089,0.2449319276958704,0.029836196817147238,1.3166547656059264,0.2660668385525545,0.333660938590765,0.3061039716005325,0.2962353589634101,0.1145488048903644
7,7,1.1925666491190592,0.2499398969113827,0.2914333702375492,0.3056927305956681,0.3039243772625923,0.0415372401708737,1.1182616859674457,0.23193747947613397,0.26803087840477624,0.2950861607988676,0.2799346620837848,0.04323328444734216
8,8,1.1282181258002917,0.24793600713213285,0.2836545474827289,0.30957943610846994,0.2581480525434017,0.02886073993286118,1.1869514634211855,0.247893022497495,0.3045200929045677,0.2939026422798633,0.2649464425941309,0.07564982573191324
9,9,1.1310581063230831,0.2490900129079819,0.28606990550955136,0.3087911854187648,0.2580853799978892,0.028982053867851694,1.5172922174135843,0.2687175817787647,0.3719225925703844,0.3155008946855863,0.4411013337473075,0.12001011141886316
10,10,1.103137374917666,0.2376565250257651,0.2832118124390642,0.30256954369445643,0.2482807063808044,0.031378935153285666,1.2612761716047922,0.2687410548329353,0.3290308271845182,0.319198136528333,0.29003610809644065,0.054229997502019005
11,11,1.0864475006858507,0.2260521646589041,0.2562982152526577,0.2949753258377313,0.277606624737382,0.031475077115464954,1.1932319800059,0.2387684717774391,0.31754011375208696,0.3055329007407029,0.2686514213681221,0.06269890998179714
12,12,1.1010071953137717,0.23626731956998506,0.27034966635207336,0.30311098707218964,0.25657198453942937,0.03466698184007934,1.2957403312126796,0.2398428725699584,0.3070315996805827,0.3029986806213856,0.329675400753816,0.11615148643031716
13,13,1.0870108902454376,0.23793001472949984,0.27797363499800365,0.2965983965744575,0.2409410691509644,0.033527412087035684,1.0918948431809743,0.2167133989433448,0.26307316944003106,0.28830420623222985,0.27989194045464194,0.04387171283985178
14,14,1.142305003106594,0.24227476517359414,0.2819043641289075,0.3035485987861951,0.2727460208659371,0.04179083575921443,1.0181840747594832,0.22458232628802455,0.2444202691316605,0.28816976100206376,0.2284172892570496,0.0325540107054015
15,15,1.1567818462848662,0.24134014298518502,0.26331071419020496,0.30204163504143555,0.3120391385008892,0.03800972931397458,1.1305084268252057,0.2413540797928969,0.24028424123922984,0.2963748859862487,0.3105949173370997,0.04185979195560018
16,16,1.0652888039747874,0.23360133171081546,0.2659891546393434,0.3002535882095496,0.2357458790143331,0.029658328074341017,1.1310864279667536,0.23556418990095454,0.2619063066939513,0.3073171759645144,0.28647542471687,0.03978276445219914
17,17,1.0176852226257325,0.2230251703411341,0.2522406657536825,0.2919455097367366,0.2260875154286623,0.024345775119339427,1.0070690989494324,0.21665504400928812,0.268150865038236,0.2794610584775607,0.20712249254186949,0.03563908440992236
18,18,1.0543120980262757,0.23082252144813534,0.2629142763713996,0.2976426100979249,0.23672645092010494,0.026165610903020328,1.1229109913110733,0.21439899851878486,0.2660414149363836,0.2914778483410677,0.3038141603271167,0.04713786950645348
19,19,1.0453453595439592,0.2262548629194498,0.26474242794016994,0.2960770839204391,0.2305042595913013,0.027726056372436383,1.0530816217263541,0.2269200786948204,0.2455847273270289,0.28946907247106235,0.24799494445323944,0.043072133666525285
20,20,1.0874842007954917,0.2330533462266127,0.2617894242207209,0.29785886965692043,0.2609585156043371,0.03378332015903045,1.05411407550176,0.22322199009358884,0.2703481785953045,0.2871938906610012,0.2328660078346729,0.040443273074924936
21,21,1.0678317884604136,0.2210701974729697,0.2417995628590385,0.2927755925804377,0.2814461542914311,0.030699507321696733,1.0499672124783197,0.24146674325068795,0.2709480382502079,0.31104590048392616,0.2040288691719373,0.02243680089401702
22,22,1.0169745142261186,0.22022426687181,0.2530494129285216,0.2916299847265085,0.22431127013017732,0.027718742564320564,1.048896499474843,0.23591831202308336,0.2472612661619981,0.2994685274859269,0.23732045392195386,0.02888704389333725
23,23,1.0992781986792883,0.2429116619129976,0.27059247170885403,0.3021687313914299,0.2534988751014074,0.030065572964182743,1.0635203202565509,0.2270325874288877,0.2662937690814336,0.2947572352985541,0.2391900755465031,0.036205770152931416
24,24,0.9761676808198292,0.2144718478123347,0.22974450644105676,0.2920838568359613,0.2127806191643079,0.027045961446128787,1.0783279349406558,0.2273253161460161,0.24619982186704875,0.2956346886853377,0.2632249854505062,0.045902233772600685
25,25,1.0614231457312902,0.2284763632963101,0.24417023236552876,0.2994795414308707,0.2580152437090873,0.03124086105963215,0.9621544460455576,0.2115231581032276,0.2254600701232751,0.2864583450059096,0.2044707179069519,0.03420125861496975
26,26,1.0399227271477378,0.2297282227625449,0.23719428380330404,0.2984212289253871,0.248751409103473,0.025786691380199046,1.0378191401561099,0.2348606082300345,0.2612475752830505,0.29712425072987875,0.21111476148168248,0.033431055536493656
27,27,1.0427788376808167,0.22254216174284616,0.25386731723944345,0.2962331186980009,0.2429042298346758,0.027191122237127274,0.9597591708103816,0.20644141621887685,0.2420267928391695,0.2852269180119037,0.2012686481078466,0.0247545056976378
28,28,1.037831530968348,0.21976604796946048,0.2321844413255652,0.2968084995945295,0.2579317848508557,0.031099865690339363,1.048350148399671,0.2278496486445268,0.2534198628117641,0.3029276080429554,0.2341795316586892,0.02993261757461975
29,29,1.044184502462546,0.23242396414279934,0.245933474910756,0.30177514168123404,0.2380339921762546,0.025977041320099186,1.0179478506247202,0.21614136174321172,0.238449185838302,0.3004468510548274,0.232439432417353,0.0304301253054291
30,30,1.0319138978918394,0.2169600489238898,0.2235111056516568,0.29326369787255924,0.26978573401769,0.028352411619077124,1.0369109700123469,0.21112057268619536,0.2436942129085461,0.2912287153303623,0.2465048275887966,0.04432171825319529
31,31,1.0552437315384546,0.22665194993217785,0.24791530209283036,0.2974127798030774,0.25572768449783323,0.02749511595272149,0.9619994858900706,0.19872287089625995,0.2303193615128597,0.2847603710989157,0.2170260184754928,0.031129983331387237
32,32,0.9831985001762708,0.2148776576543848,0.2340913603703181,0.2921384150783221,0.21952358751247328,0.02252657023103287,1.0188965658346811,0.2152205566565196,0.24141950756311414,0.2871138808627923,0.2387042614320914,0.036397474049590525
33,33,0.9733089750011762,0.21743306231995424,0.23274320003887014,0.2922575538357099,0.20801588787386813,0.02281838042351107,0.9546146194140116,0.2089340876787901,0.2336827321598927,0.2901964714129766,0.19030276574194432,0.031457667828847964
34,34,1.0091309775908788,0.22385079090793927,0.2321891327388585,0.2985660375406345,0.2326303698743383,0.02185374255835389,1.1271634976069131,0.22187881891926128,0.2360242740561565,0.2938104992111524,0.3335902644942204,0.04181874642769496
35,35,0.9922326644261678,0.22077246941626072,0.2349620341012875,0.29550201719005903,0.215783268896242,0.02517196587674941,0.9938761641581854,0.22501937101284664,0.22898563742637634,0.3020397039751212,0.21137522632877032,0.02641529962420464
36,36,0.9666420479615531,0.20808427706360816,0.2352827201209341,0.28735381563504536,0.2091892609372735,0.026691071501894238,1.014503650863965,0.21690802897016206,0.2380747546752294,0.297798614948988,0.22570506185293202,0.035976266503954926
37,37,1.0017520035306613,0.21952081794540088,0.2387999542678396,0.2951956957578659,0.21772370096296076,0.03047091986906404,1.0457374890645346,0.21083908652265868,0.2379195383439461,0.2918704097469648,0.2737419929355383,0.03132555827808877
38,38,1.02346181422472,0.2243494162335992,0.2541189567496379,0.2951173634578784,0.22405221338073414,0.02578297412255779,1.0410897860924402,0.22478147484362127,0.25559463078776995,0.2971190648774306,0.2300950852533181,0.03345865117541204
39,39,1.0256525362531344,0.221219487550358,0.2366778019194801,0.2951775575677554,0.2435789904246728,0.02895780281008532,0.9926917244990666,0.22111082921425498,0.2315385812272628,0.29743243505557376,0.21719078694780666,0.02537820440872262
40,40,0.9762793670097988,0.21501219626516105,0.22282843271192784,0.2933113904048999,0.223065763960282,0.022020690479742675,1.0088362216949462,0.20709390131135785,0.2329517535865307,0.2908355571329594,0.2430666608115037,0.0348474575439468
41,41,0.9840366303920746,0.21646910247703394,0.2428935445224245,0.2920505394538244,0.20934514564772447,0.02323740728121872,1.0441079666217168,0.21537152950962385,0.2506263422469298,0.2948888875544071,0.2417205449193716,0.04145977650769055
42,42,0.9799680829048156,0.21816348197559515,0.2445171443124612,0.29247222567598025,0.2013659772773584,0.02340836446189011,1.003051687280337,0.2027186172703902,0.2304122808078925,0.2847058892250061,0.23884600798288985,0.0463280143837134
43,43,1.0467917993664742,0.22237392626702784,0.2436154700815677,0.2997036654502153,0.2518417692432801,0.02921607949538156,1.044367058078448,0.21865398449202375,0.24753863165775936,0.29515777826309203,0.2443021404246489,0.038673629980379085
44,44,0.9866096988320352,0.21690552855531373,0.2392419224604964,0.2905875831842423,0.21353780689338844,0.02629596358553196,1.0115475912888845,0.22058300922314325,0.22404400259256366,0.296564890195926,0.2397463043530782,0.030568487577450777
